Case ID,Age,Breed,Weight,Medical History,Genetic Predispositions,Current Medications,Diet,Lifestyle,Environment,Vaccination Status,Neutering Status,Living Conditions,Disease,Stage,Conventional Treatment,Natural Remedies,Outcome
116,1,Dachshund,23,Skin allergies,Dermatitis,None,Low-sodium,Indoor,Humid,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Turmeric, Calendula, Probiotics, Aloe vera gel",Recovered
117,7,Dachshund,28,Skin allergies,Dermatitis,Beta-blockers,Balanced,Indoor,Humid,Not Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,Fluconazole,"Tea tree oil, Turmeric, Coconut oil, Probiotics",Improved
118,15,German Shepherd,29,None,Fungal susceptibility,None,Balanced,Indoor,Dry,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Chamomile, Omega-3, Aloe vera gel, Lavender oil",Recovered
119,11,Golden Retriever,34,Eye infections,None,None,Balanced,Indoor,Humid,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Aloe vera gel, Calendula, Turmeric",Stable
120,9,Beagle,19,None,Dermatitis,Heartworm Preventative,High-protein,Indoor,Cold,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Aloe vera gel, Lavender oil, Chamomile",Recovered
121,1,Bulldog,21,None,Fungal susceptibility,Antihistamines,High-protein,Indoor,Cold,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Severe,Amoxicillin,"Aloe vera gel, Calendula, Coconut oil, Probiotics",Stable
122,12,Bulldog,25,None,Fungal susceptibility,None,Balanced,Active,Dry,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,Cephalexin,"Aloe vera gel, Coconut oil, Turmeric, Probiotics",Stable
123,11,Golden Retriever,20,Skin allergies,None,Heartworm Preventative,Grain-free,Indoor,Cold,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Ketoconazole,"Turmeric, Calendula, Tea tree oil",Improved
124,11,Poodle,28,None,Dermatitis,None,Balanced,Outdoor,Temperate,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,Cephalexin,"Probiotics, Aloe vera gel, Calendula, Coconut oil",Stable
125,7,Golden Retriever,39,None,Fungal susceptibility,Antihistamines,Grain-free,Indoor,Dry,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Sulphur, Probiotics, Calendula",Recovered
126,11,Poodle,8,Skin allergies,None,Heartworm Preventative,Grain-free,Indoor,Temperate,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,Cephalexin,"Turmeric, Coconut oil, Probiotics, Calendula",Stable
127,1,Golden Retriever,35,Allergy to Penicillin,None,Antihistamines,Balanced,Indoor,Humid,Up-to-date,Neutered,Single-pet,Staph Infection,Initial,Cephalexin,"Sulphur, Aloe vera gel, Probiotics",Recovered
128,12,Dachshund,27,Eye infections,None,Heartworm Preventative,Grain-free,Outdoor,Dry,Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,Amoxicillin,"Calendula, Sulphur, Probiotics",Improved
129,4,Chihuahua,18,Skin allergies,Fungal susceptibility,Insulin,High-protein,Active,Dry,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Itraconazole,"Calendula, Turmeric, Probiotics",Recovered
130,14,Golden Retriever,35,None,Dermatitis,None,Grain-free,Indoor,Humid,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Severe,Ketoconazole,"Coconut oil, Calendula, Probiotics, Turmeric",Recovered
131,6,Cocker Spaniel,27,Skin allergies,None,Beta-blockers,High-protein,Indoor,Cold,Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,Itraconazole,"Tea tree oil, Turmeric, Probiotics",Stable
132,3,Bulldog,7,None,Dermatitis,None,Low-sodium,Outdoor,Wet,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Probiotics, Aloe vera gel, Calendula",Recovered
133,3,Beagle,5,Allergy to Penicillin,None,Heartworm Preventative,High-protein,Active,Humid,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Probiotics, Aloe vera gel, Calendula, Coconut oil",Recovered
134,2,German Shepherd,22,Allergy to Penicillin,Fungal susceptibility,Insulin,Hypoallergenic,Active,Humid,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,Ketoconazole,"Tea tree oil, Probiotics, Calendula",Stable
135,11,Chihuahua,6,Allergy to Penicillin,Dermatitis,Heartworm Preventative,Balanced,Active,Cold,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Severe,Cephalexin,"Calendula, Coconut oil, Aloe vera gel, Sulphur",Recovered
136,5,Beagle,15,Skin allergies,Fungal susceptibility,Antihistamines,High-protein,Outdoor,Wet,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,Ketoconazole,"Coconut oil, Calendula, Probiotics, Tea tree oil",Stable
137,11,Labrador,23,Skin allergies,Fungal susceptibility,Antihistamines,High-protein,Outdoor,Dry,Not Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,Itraconazole,"Turmeric, Tea tree oil, Coconut oil, Calendula",Improved
138,3,German Shepherd,7,Eye infections,None,None,Grain-free,Indoor,Cold,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Coconut oil, Turmeric, Calendula, Probiotics",Improved
139,10,Chihuahua,39,None,None,None,Balanced,Indoor,Temperate,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Omega-3, Lavender oil, Chamomile, Probiotics",Stable
140,7,Chihuahua,12,Eye infections,Dermatitis,Antihistamines,Grain-free,Indoor,Humid,Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Probiotics, Aloe vera gel, Turmeric, Calendula",Stable
141,5,Cocker Spaniel,8,None,Dermatitis,Antihistamines,High-protein,Indoor,Temperate,Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Calendula, Aloe vera gel, Coconut oil",Improved
142,12,Poodle,40,Eye infections,Fungal susceptibility,Beta-blockers,High-protein,Outdoor,Dry,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,Cephalexin,"Coconut oil, Sulphur, Probiotics",Improved
143,5,German Shepherd,23,Skin allergies,Dermatitis,Heartworm Preventative,Balanced,Active,Dry,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Turmeric, Probiotics, Aloe vera gel",Improved
144,5,Golden Retriever,6,Skin allergies,None,Insulin,Hypoallergenic,Indoor,Dry,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Omega-3, Lavender oil, Chamomile",Recovered
145,8,Beagle,32,Eye infections,None,None,Low-sodium,Active,Temperate,Up-to-date,Neutered,Single-pet,Staph Infection,Severe,Amoxicillin,"Sulphur, Aloe vera gel, Coconut oil, Calendula",Recovered
146,15,Dachshund,36,None,None,None,High-protein,Indoor,Temperate,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Chamomile, Aloe vera gel, Omega-3",Improved
147,10,Beagle,33,Skin allergies,Fungal susceptibility,Insulin,High-protein,Outdoor,Wet,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,Ketoconazole,"Calendula, Turmeric, Coconut oil, Probiotics",Recovered
148,14,Cocker Spaniel,22,Skin allergies,None,None,Grain-free,Active,Temperate,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Probiotics, Coconut oil, Calendula",Improved
149,10,Beagle,38,Allergy to Penicillin,Dermatitis,Insulin,Grain-free,Indoor,Humid,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Lavender oil, Probiotics, Chamomile",Recovered
150,7,Cocker Spaniel,25,Skin allergies,Dermatitis,Antihistamines,Grain-free,Active,Dry,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,Fluconazole,"Turmeric, Calendula, Coconut oil",Improved
151,8,Cocker Spaniel,11,Eye infections,Dermatitis,Beta-blockers,Hypoallergenic,Outdoor,Temperate,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Aloe vera gel, Chamomile, Probiotics, Omega-3",Recovered
152,8,Dachshund,35,None,Fungal susceptibility,Heartworm Preventative,Hypoallergenic,Active,Dry,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,Ketoconazole,"Tea tree oil, Turmeric, Probiotics",Recovered
153,8,Bulldog,18,Allergy to Penicillin,Dermatitis,None,Hypoallergenic,Active,Humid,Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,Cephalexin,"Probiotics, Calendula, Aloe vera gel, Coconut oil",Recovered
154,10,German Shepherd,23,Allergy to Penicillin,Dermatitis,Insulin,Low-sodium,Indoor,Cold,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Sulphur, Probiotics, Coconut oil",Improved
155,14,Cocker Spaniel,37,Skin allergies,None,Heartworm Preventative,Grain-free,Indoor,Dry,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Chamomile, Lavender oil, Aloe vera gel",Recovered
156,9,Poodle,32,Allergy to Penicillin,Fungal susceptibility,Antihistamines,Grain-free,Active,Cold,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Probiotics, Chamomile, Omega-3",Stable
157,7,Beagle,5,Allergy to Penicillin,None,Antihistamines,Hypoallergenic,Outdoor,Wet,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Initial,Cephalexin,"Turmeric, Aloe vera gel, Coconut oil",Improved
158,2,Labrador,34,Skin allergies,Dermatitis,None,Hypoallergenic,Indoor,Cold,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,Itraconazole,"Probiotics, Calendula, Coconut oil",Improved
159,2,Beagle,27,Allergy to Penicillin,None,None,Low-sodium,Active,Cold,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Severe,Cephalexin,"Aloe vera gel, Calendula, Coconut oil, Probiotics",Recovered
160,13,Cocker Spaniel,27,Skin allergies,Dermatitis,Insulin,High-protein,Indoor,Dry,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
161,4,Golden Retriever,20,Eye infections,Fungal susceptibility,Heartworm Preventative,Grain-free,Outdoor,Temperate,Up-to-date,Neutered,Single-pet,Staph Infection,Initial,Cephalexin,"Aloe vera gel, Sulphur, Probiotics",Improved
162,4,Labrador,29,Eye infections,Dermatitis,Insulin,Balanced,Indoor,Wet,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Omega-3, Chamomile, Aloe vera gel",Stable
163,4,Bulldog,31,Skin allergies,None,Antihistamines,Balanced,Outdoor,Temperate,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
164,3,Beagle,25,Eye infections,Dermatitis,Heartworm Preventative,Balanced,Indoor,Dry,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Probiotics, Aloe vera gel, Coconut oil",Stable
165,6,Golden Retriever,30,None,Dermatitis,Antihistamines,Balanced,Active,Wet,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,Ketoconazole,"Turmeric, Probiotics, Calendula",Improved
166,5,Golden Retriever,24,Allergy to Penicillin,Fungal susceptibility,None,Grain-free,Outdoor,Dry,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,Cephalexin,"Coconut oil, Aloe vera gel, Calendula, Probiotics",Improved
167,13,Golden Retriever,37,Eye infections,Fungal susceptibility,None,Low-sodium,Indoor,Wet,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Turmeric, Calendula, Probiotics",Recovered
168,13,Labrador,13,None,Dermatitis,None,Hypoallergenic,Active,Temperate,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,Cephalexin,"Probiotics, Turmeric, Calendula, Coconut oil",Stable
169,12,Golden Retriever,24,None,None,Beta-blockers,High-protein,Indoor,Wet,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Ketoconazole,"Calendula, Probiotics, Tea tree oil",Recovered
170,4,Cocker Spaniel,38,None,None,Heartworm Preventative,Balanced,Active,Dry,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Aloe vera gel, Turmeric, Coconut oil",Improved
171,3,Chihuahua,15,None,Fungal susceptibility,Beta-blockers,Grain-free,Active,Dry,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Severe,Ketoconazole,"Turmeric, Calendula, Tea tree oil, Probiotics",Stable
172,1,Bulldog,22,Allergy to Penicillin,None,Beta-blockers,Low-sodium,Indoor,Dry,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Ketoconazole,"Coconut oil, Calendula, Tea tree oil",Stable
173,14,Labrador,6,Allergy to Penicillin,None,None,Hypoallergenic,Outdoor,Temperate,Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Aloe vera gel, Turmeric, Probiotics",Improved
174,9,Labrador,18,Allergy to Penicillin,Fungal susceptibility,Beta-blockers,High-protein,Indoor,Dry,Up-to-date,Neutered,Single-pet,Staph Infection,Initial,Cephalexin,"Aloe vera gel, Sulphur, Probiotics",Stable
175,3,Bulldog,25,Allergy to Penicillin,Dermatitis,Antihistamines,Low-sodium,Active,Temperate,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,Cephalexin,"Probiotics, Coconut oil, Turmeric, Calendula",Improved
176,15,Golden Retriever,28,None,Dermatitis,None,Balanced,Outdoor,Cold,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Severe,Itraconazole,"Turmeric, Probiotics, Coconut oil, Tea tree oil",Improved
177,3,Chihuahua,8,Allergy to Penicillin,Fungal susceptibility,Insulin,Grain-free,Active,Cold,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Severe,Fluconazole,"Tea tree oil, Coconut oil, Calendula, Turmeric",Stable
178,15,Chihuahua,10,Allergy to Penicillin,None,None,High-protein,Indoor,Temperate,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Probiotics, Coconut oil, Calendula",Recovered
179,6,Beagle,39,None,Dermatitis,Antihistamines,Low-sodium,Active,Wet,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Severe,Fluconazole,"Calendula, Tea tree oil, Probiotics, Coconut oil",Improved
180,3,Dachshund,9,Skin allergies,Dermatitis,Antihistamines,Hypoallergenic,Indoor,Dry,Up-to-date,Neutered,Single-pet,Staph Infection,Severe,Amoxicillin,"Calendula, Aloe vera gel, Coconut oil, Probiotics",Stable
181,9,Chihuahua,12,None,None,Heartworm Preventative,Hypoallergenic,Outdoor,Humid,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Chamomile, Omega-3, Aloe vera gel",Improved
182,13,Poodle,6,None,Fungal susceptibility,Insulin,Grain-free,Indoor,Cold,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Turmeric, Calendula, Coconut oil",Improved
183,4,Beagle,31,None,Dermatitis,Heartworm Preventative,Low-sodium,Active,Temperate,Up-to-date,Neutered,Multi-pet,Staph Infection,Severe,Amoxicillin,"Coconut oil, Calendula, Sulphur, Aloe vera gel",Recovered
184,14,Beagle,24,Skin allergies,Dermatitis,Heartworm Preventative,Balanced,Indoor,Wet,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Severe,Amoxicillin,"Calendula, Sulphur, Coconut oil, Probiotics",Stable
185,3,Poodle,37,Allergy to Penicillin,Dermatitis,Insulin,Hypoallergenic,Active,Cold,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Severe,Ketoconazole,"Tea tree oil, Coconut oil, Turmeric, Probiotics",Stable
186,15,Bulldog,13,Skin allergies,Dermatitis,Beta-blockers,Grain-free,Outdoor,Dry,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Coconut oil, Turmeric, Aloe vera gel, Calendula",Improved
187,4,Labrador,16,None,Fungal susceptibility,None,Hypoallergenic,Outdoor,Temperate,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Omega-3, Probiotics, Chamomile",Recovered
188,4,Poodle,15,Allergy to Penicillin,Dermatitis,Antihistamines,Low-sodium,Active,Wet,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Aloe vera gel, Probiotics, Turmeric",Recovered
189,9,Cocker Spaniel,14,Skin allergies,Fungal susceptibility,Heartworm Preventative,Balanced,Indoor,Humid,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,Fluconazole,"Probiotics, Calendula, Turmeric, Tea tree oil",Recovered
190,3,Chihuahua,14,Allergy to Penicillin,Fungal susceptibility,None,High-protein,Active,Dry,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Aloe vera gel, Lavender oil, Omega-3, Probiotics",Improved
191,3,Labrador,15,None,Fungal susceptibility,Beta-blockers,High-protein,Outdoor,Cold,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,Itraconazole,"Coconut oil, Turmeric, Probiotics, Calendula",Improved
192,4,Poodle,10,Allergy to Penicillin,Fungal susceptibility,Beta-blockers,High-protein,Active,Cold,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Aloe vera gel, Calendula, Coconut oil",Recovered
193,14,Cocker Spaniel,39,Skin allergies,Fungal susceptibility,Insulin,Hypoallergenic,Outdoor,Humid,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Coconut oil, Turmeric, Aloe vera gel, Probiotics",Stable
194,12,German Shepherd,15,Skin allergies,Fungal susceptibility,Heartworm Preventative,High-protein,Indoor,Wet,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,Cephalexin,"Aloe vera gel, Turmeric, Calendula, Probiotics",Improved
195,5,Chihuahua,35,Skin allergies,None,None,Balanced,Outdoor,Dry,Not Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,Ketoconazole,"Calendula, Probiotics, Turmeric",Stable
196,3,Cocker Spaniel,9,Skin allergies,Fungal susceptibility,Antihistamines,Hypoallergenic,Outdoor,Dry,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Severe,Itraconazole,"Turmeric, Calendula, Coconut oil, Tea tree oil",Recovered
197,10,German Shepherd,11,None,Fungal susceptibility,None,Hypoallergenic,Outdoor,Temperate,Up-to-date,Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Calendula, Sulphur, Probiotics",Stable
198,2,German Shepherd,39,Allergy to Penicillin,Fungal susceptibility,Insulin,Low-sodium,Outdoor,Temperate,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Turmeric, Calendula, Aloe vera gel",Recovered
199,11,Chihuahua,15,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,High-protein,Outdoor,Wet,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Itraconazole,"Probiotics, Calendula, Tea tree oil",Stable
200,10,Golden Retriever,11,Allergy to Penicillin,None,Beta-blockers,High-protein,Indoor,Dry,Up-to-date,Neutered,Multi-pet,Fungal Infections,Initial,Fluconazole,"Probiotics, Coconut oil, Tea tree oil",Recovered
201,10,Labrador,9,Eye infections,Fungal susceptibility,None,High-protein,Indoor,Humid,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Initial,Itraconazole,"Tea tree oil, Calendula, Probiotics",Improved
202,2,Cocker Spaniel,32,None,Dermatitis,Heartworm Preventative,Low-sodium,Indoor,Humid,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,Itraconazole,"Calendula, Tea tree oil, Coconut oil, Turmeric",Recovered
203,13,Bulldog,6,Skin allergies,Dermatitis,Insulin,High-protein,Outdoor,Dry,Up-to-date,Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Sulphur, Coconut oil, Aloe vera gel",Improved
204,13,Labrador,39,None,Fungal susceptibility,None,High-protein,Outdoor,Cold,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Aloe vera gel, Probiotics, Chamomile, Omega-3",Stable
205,4,Beagle,24,Skin allergies,None,Beta-blockers,Balanced,Outdoor,Humid,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Turmeric, Coconut oil, Calendula",Improved
206,9,Dachshund,22,Eye infections,Fungal susceptibility,Insulin,Low-sodium,Outdoor,Temperate,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Probiotics, Calendula, Coconut oil, Turmeric",Improved
207,7,Beagle,38,Skin allergies,Fungal susceptibility,Insulin,Grain-free,Indoor,Wet,Not Up-to-date,Neutered,Single-pet,Staph Infection,Initial,Cephalexin,"Probiotics, Coconut oil, Calendula",Recovered
208,11,Beagle,9,Skin allergies,Dermatitis,None,Hypoallergenic,Active,Temperate,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Initial,Ketoconazole,"Calendula, Turmeric, Tea tree oil",Recovered
209,5,Chihuahua,18,None,None,Beta-blockers,High-protein,Indoor,Humid,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile, Omega-3",Stable
210,10,Dachshund,39,None,Fungal susceptibility,Insulin,High-protein,Active,Humid,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Omega-3, Lavender oil, Aloe vera gel",Stable
211,14,Golden Retriever,33,Skin allergies,Fungal susceptibility,Beta-blockers,Hypoallergenic,Active,Cold,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Fluconazole,"Turmeric, Tea tree oil, Probiotics",Improved
