Case ID,Breed,Age,Weight,Medical History,Genetic Predispositions,Current Medications,Diet,Lifestyle,Environment,Vaccination Status,Neutering Status,Living Conditions,Disease,Stage,Severity Score,Symptom Count,Previous Treatment,Previous Treatment Response,Treatments Tried Count,Drug Allergies,Drug Interaction Risk,Cost Category,Availability Status,Conventional Treatment,Natural Remedies,Outcome
89,Labrador,10.5,20.6,Allergy to Penicillin,Dermatitis,Beta-blockers,Low-sodium,Outdoor,Tropical,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,27,6,Ketoconazole,Success,1,,Medium,Expensive,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
90,Siberian Husky,14.1,8.6,Skin allergies,Fungal susceptibility,Beta-blockers,Low-sodium,Active,Wet,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Moderate,52,2,,,0,,High,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
91,Rottweiler,5.4,7.4,Eye infections,Fungal susceptibility,,Low-sodium,Outdoor,Tropical,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,34,1,Cephalexin,Partial,2,,High,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
92,Poodle,13.9,44.1,Skin allergies,Fungal susceptibility,Insulin,Low-sodium,Outdoor,Cold,Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Moderate,88,8,Cephalexin,Partial,2,Cephalexin,Medium,Expensive,Out of Stock,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
93,Siberian Husky,4.2,33.7,Allergy to Penicillin,Dermatitis,Insulin,Hypoallergenic,Active,Dry,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,54,3,,,0,"Penicillin, Cephalexin",Low,Moderate,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
94,Golden Retriever,12.3,28.6,Allergy to Penicillin,,Heartworm Preventative,Low-sodium,Outdoor,Wet,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Mild,16,9,Fluconazole,Success,2,Cephalexin,High,Affordable,In Stock,Ketoconazole,"Coconut oil, Tea tree oil, Calendula",Recovered
95,Bulldog,8.2,13.6,Allergy to Penicillin,Dermatitis,Heartworm Preventative,Hypoallergenic,Outdoor,Cold,Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Mild,63,3,Itraconazole,Adverse Reaction,2,,Low,Affordable,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
96,Border Collie,1.8,45.1,Skin allergies,Dermatitis,Insulin,Low-sodium,Active,Humid,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,52,3,,,0,,High,Affordable,In Stock,Itraconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Improved
97,Boxer,13.6,32.4,Eye infections,,Antihistamines,High-protein,Outdoor,Wet,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Mild,27,8,Cephalexin,Partial,2,Cephalexin,Medium,Moderate,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
98,Rottweiler,5.4,18.8,Skin allergies,Fungal susceptibility,Heartworm Preventative,Balanced,Active,Temperate,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Moderate,98,2,,,0,,Medium,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
99,German Shepherd,11.0,45.1,Allergy to Penicillin,,Insulin,Low-sodium,Outdoor,Humid,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,77,6,Ketoconazole,Failure,3,"Penicillin, Ketoconazole",Low,Moderate,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
100,Rottweiler,13.4,39.4,Eye infections,Fungal susceptibility,Antihistamines,High-protein,Indoor,Wet,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Severe,68,10,,,0,Ketoconazole,Medium,Expensive,In Stock,Itraconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Recovered
101,Siberian Husky,9.8,6.0,Eye infections,Fungal susceptibility,,Balanced,Outdoor,Cold,Up-to-date,Neutered,Single-pet,Staph Infection,Initial,46,7,,,0,Cephalexin,High,Expensive,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
102,Border Collie,2.8,45.1,Allergy to Penicillin,Dermatitis,Insulin,High-protein,Indoor,Dry,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,77,3,Amoxicillin,Partial,1,,High,Expensive,Limited,Itraconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Recovered
103,Dachshund,9.3,2.4,Skin allergies,,Beta-blockers,Grain-free,Active,Temperate,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Mild,18,2,Amoxicillin,Failure,3,,Medium,Moderate,Out of Stock,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Recovered
104,German Shepherd,2.0,33.8,Skin allergies,,Antihistamines,Hypoallergenic,Active,Wet,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Mild,62,5,,,0,"Penicillin, Ketoconazole",High,Affordable,Limited,Fluconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Recovered
105,Beagle,0.6,9.7,Allergy to Penicillin,Fungal susceptibility,Beta-blockers,High-protein,Outdoor,Tropical,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Mild,38,5,Amoxicillin,Partial,2,,High,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
106,Poodle,8.5,35.2,Skin allergies,,Beta-blockers,Balanced,Outdoor,Cold,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,96,10,,,0,,Low,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
107,Poodle,10.0,12.8,Skin allergies,Dermatitis,,Grain-free,Indoor,Dry,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,40,9,Fluconazole,Adverse Reaction,3,"Penicillin, Cephalexin",High,Moderate,Limited,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Stable
108,Dachshund,10.8,13.4,Skin allergies,,Beta-blockers,Hypoallergenic,Outdoor,Temperate,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,47,3,Itraconazole,Partial,1,Cephalexin,Medium,Moderate,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
109,German Shepherd,5.2,37.8,Skin allergies,,Heartworm Preventative,Low-sodium,Outdoor,Tropical,Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,62,3,Cephalexin,Adverse Reaction,3,,Medium,Affordable,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
110,Dachshund,9.9,42.8,,,Antihistamines,Low-sodium,Outdoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,32,2,Cephalexin,Partial,1,,Medium,Moderate,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
111,Bulldog,10.0,29.3,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,Grain-free,Outdoor,Dry,Up-to-date,Neutered,Single-pet,Staph Infection,Severe,58,9,,,0,,High,Affordable,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
112,Rottweiler,1.9,19.7,Skin allergies,Fungal susceptibility,,Low-sodium,Indoor,Tropical,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Initial,97,5,,,0,,Low,Affordable,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
113,Shih Tzu,4.3,13.7,Allergy to Penicillin,,Beta-blockers,Grain-free,Active,Tropical,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,74,6,Fluconazole,Partial,1,Ketoconazole,Medium,Affordable,Backorder,Itraconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Improved
114,Dachshund,14.6,20.9,Eye infections,Dermatitis,Antihistamines,High-protein,Outdoor,Tropical,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Initial,20,5,,,0,Cephalexin,Medium,Moderate,In Stock,Fluconazole,"Coconut oil, Tea tree oil, Calendula",Recovered
115,Golden Retriever,13.4,32.3,Allergy to Penicillin,Dermatitis,Beta-blockers,Balanced,Indoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,13,2,Fluconazole,Success,3,,Medium,Moderate,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
116,Border Collie,12.0,26.1,Eye infections,Fungal susceptibility,Antihistamines,Grain-free,Active,Humid,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Moderate,73,3,Itraconazole,Partial,2,Ketoconazole,Medium,Affordable,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
117,Dachshund,8.9,25.6,,,Beta-blockers,Balanced,Outdoor,Cold,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,93,10,,,0,"Penicillin, Cephalexin",High,Affordable,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
118,German Shepherd,3.3,36.7,Allergy to Penicillin,Dermatitis,Beta-blockers,High-protein,Active,Tropical,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Moderate,24,10,Amoxicillin,Partial,3,"Penicillin, Ketoconazole",High,Affordable,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
119,Yorkshire Terrier,4.6,3.2,,Dermatitis,Insulin,Grain-free,Active,Cold,Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,19,8,Ketoconazole,Partial,2,,High,Affordable,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
120,Boxer,9.9,10.5,,,Heartworm Preventative,Hypoallergenic,Indoor,Dry,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,11,2,,,0,"Penicillin, Ketoconazole",High,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
121,Beagle,14.1,47.8,Allergy to Penicillin,Dermatitis,Antihistamines,Low-sodium,Indoor,Cold,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,20,2,,,0,,Medium,Moderate,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
122,Cocker Spaniel,13.8,19.8,Allergy to Penicillin,Dermatitis,Insulin,Balanced,Outdoor,Dry,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,100,2,,,0,"Penicillin, Cephalexin",High,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
123,German Shepherd,0.7,46.6,Eye infections,Dermatitis,Antihistamines,High-protein,Outdoor,Tropical,Not Up-to-date,Neutered,Single-pet,Staph Infection,Severe,13,10,Itraconazole,Failure,2,,Low,Moderate,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
124,German Shepherd,6.7,48.4,Skin allergies,Dermatitis,Heartworm Preventative,High-protein,Indoor,Cold,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,54,6,,,0,,High,Expensive,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
125,Labrador,14.5,42.9,Eye infections,Dermatitis,,Grain-free,Outdoor,Temperate,Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,86,3,Ketoconazole,Success,2,,High,Affordable,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
126,Boxer,4.8,20.5,,Dermatitis,,High-protein,Indoor,Tropical,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Severe,100,8,Cephalexin,Adverse Reaction,1,,Low,Expensive,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
127,Shih Tzu,12.8,17.2,Allergy to Penicillin,Fungal susceptibility,Insulin,Low-sodium,Active,Temperate,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,79,4,Cephalexin,Failure,3,,Medium,Moderate,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
128,Dachshund,3.0,28.7,,,Heartworm Preventative,Low-sodium,Active,Cold,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Mild,17,10,Cephalexin,Adverse Reaction,3,,Medium,Expensive,Backorder,Ketoconazole,"Coconut oil, Tea tree oil, Calendula",Stable
129,Border Collie,14.1,35.4,,,Insulin,Balanced,Outdoor,Dry,Up-to-date,Neutered,Single-pet,Fungal Infections,Moderate,41,7,,,0,,Medium,Expensive,Limited,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Recovered
130,Rottweiler,8.8,6.7,,Dermatitis,Antihistamines,Hypoallergenic,Active,Cold,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Initial,68,6,,,0,,Medium,Affordable,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
131,Golden Retriever,9.4,49.5,Skin allergies,Dermatitis,Beta-blockers,Low-sodium,Active,Tropical,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,90,8,Itraconazole,Failure,1,Cephalexin,High,Moderate,Out of Stock,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
132,Labrador,2.5,26.9,Skin allergies,Dermatitis,,Hypoallergenic,Active,Dry,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Mild,64,2,Amoxicillin,Failure,2,,High,Expensive,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
133,Chihuahua,13.2,37.6,Skin allergies,,Insulin,Grain-free,Outdoor,Temperate,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,50,6,Cephalexin,Failure,1,,High,Expensive,Out of Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
134,Beagle,10.6,35.7,Eye infections,Fungal susceptibility,Heartworm Preventative,High-protein,Active,Dry,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Mild,25,10,Fluconazole,Success,2,,Medium,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
135,Boxer,5.7,16.1,Skin allergies,Fungal susceptibility,,Hypoallergenic,Indoor,Wet,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Mild,73,7,,,0,Ketoconazole,Low,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
136,German Shepherd,12.2,40.9,Allergy to Penicillin,Fungal susceptibility,Insulin,Hypoallergenic,Active,Dry,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,11,5,,,0,Penicillin,Medium,Expensive,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
137,Siberian Husky,13.1,45.8,Allergy to Penicillin,Dermatitis,Insulin,Balanced,Active,Wet,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,75,4,Itraconazole,Success,2,,Medium,Expensive,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
138,Chihuahua,7.9,26.1,Eye infections,,Insulin,Balanced,Outdoor,Wet,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,100,3,Ketoconazole,Partial,2,,Low,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
139,Shih Tzu,12.1,33.2,Skin allergies,Fungal susceptibility,,Balanced,Outdoor,Humid,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,68,9,Cephalexin,Adverse Reaction,3,,Low,Expensive,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
140,Siberian Husky,10.7,40.2,,,,Grain-free,Indoor,Humid,Not Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,80,7,Fluconazole,Failure,3,Cephalexin,High,Moderate,In Stock,Itraconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Stable
141,Chihuahua,13.4,18.2,Allergy to Penicillin,,Insulin,Hypoallergenic,Outdoor,Cold,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Mild,47,10,,,0,,Low,Moderate,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
142,Siberian Husky,5.9,6.5,Eye infections,,,High-protein,Indoor,Tropical,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,49,2,Cephalexin,Success,1,Cephalexin,Low,Affordable,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
143,Border Collie,8.9,3.7,Skin allergies,Dermatitis,,Low-sodium,Indoor,Wet,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,94,3,,,0,"Penicillin, Cephalexin",Medium,Expensive,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
144,Dachshund,7.3,28.0,Skin allergies,,,Grain-free,Indoor,Wet,Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,69,6,Itraconazole,Adverse Reaction,1,,Low,Affordable,Out of Stock,Ketoconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Stable
145,Golden Retriever,4.7,30.4,,,Beta-blockers,Grain-free,Indoor,Dry,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Moderate,43,3,,,0,Ketoconazole,High,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
146,Dachshund,0.9,3.8,,,,Balanced,Indoor,Tropical,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,84,10,Cephalexin,Partial,1,Penicillin,Low,Affordable,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
147,Chihuahua,12.4,19.3,Allergy to Penicillin,,Heartworm Preventative,Low-sodium,Outdoor,Dry,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,32,6,Cephalexin,Failure,2,Cephalexin,High,Moderate,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
148,Border Collie,2.3,27.1,Allergy to Penicillin,,,Hypoallergenic,Outdoor,Tropical,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,55,8,Ketoconazole,Adverse Reaction,3,,Low,Affordable,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
149,Border Collie,11.7,12.4,Skin allergies,,Insulin,Low-sodium,Outdoor,Wet,Up-to-date,Neutered,Single-pet,Fungal Infections,Mild,44,9,,,0,,Low,Affordable,Limited,Fluconazole,"Coconut oil, Tea tree oil, Calendula",Recovered
150,German Shepherd,9.5,6.1,Eye infections,Fungal susceptibility,Beta-blockers,Hypoallergenic,Active,Temperate,Not Up-to-date,Neutered,Single-pet,Staph Infection,Moderate,32,8,Amoxicillin,Success,1,Penicillin,Medium,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
151,Beagle,1.2,27.5,Eye infections,Dermatitis,,Balanced,Indoor,Wet,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Moderate,100,7,Cephalexin,Partial,2,,High,Moderate,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
152,Siberian Husky,8.3,32.6,Skin allergies,,Antihistamines,Grain-free,Outdoor,Cold,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,82,1,,,0,"Penicillin, Cephalexin",High,Affordable,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
153,German Shepherd,11.0,48.8,Skin allergies,Fungal susceptibility,,Grain-free,Outdoor,Cold,Up-to-date,Neutered,Multi-pet,Staph Infection,Initial,43,4,Amoxicillin,Adverse Reaction,1,Penicillin,High,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
154,Dachshund,8.0,17.5,Allergy to Penicillin,Dermatitis,Antihistamines,High-protein,Indoor,Humid,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Initial,47,1,Itraconazole,Failure,1,Penicillin,High,Affordable,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
155,Boxer,12.0,15.0,Allergy to Penicillin,Fungal susceptibility,,High-protein,Active,Tropical,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Moderate,36,4,,,0,,High,Expensive,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
156,Poodle,6.9,5.8,,,Insulin,Low-sodium,Active,Humid,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,21,5,,,0,,Medium,Affordable,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
157,Rottweiler,0.9,48.2,Skin allergies,,Insulin,Balanced,Outdoor,Humid,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,33,6,Amoxicillin,Adverse Reaction,2,,Medium,Affordable,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
158,Chihuahua,12.6,35.4,Eye infections,Fungal susceptibility,,Balanced,Active,Cold,Not Up-to-date,Neutered,Single-pet,Staph Infection,Severe,78,8,Amoxicillin,Failure,2,,High,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
159,Shih Tzu,6.4,10.3,Allergy to Penicillin,,Heartworm Preventative,Grain-free,Indoor,Tropical,Up-to-date,Not Neutered,Single-pet,Staph Infection,Mild,90,3,Amoxicillin,Adverse Reaction,3,,High,Moderate,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
160,Dachshund,2.8,14.0,,Fungal susceptibility,Antihistamines,Low-sodium,Active,Humid,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,23,10,,,0,,High,Moderate,Limited,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Improved
161,Rottweiler,8.5,36.3,Allergy to Penicillin,Fungal susceptibility,Antihistamines,High-protein,Indoor,Tropical,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,60,6,Fluconazole,Success,2,,Medium,Moderate,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
162,Yorkshire Terrier,10.1,15.4,,,Heartworm Preventative,Hypoallergenic,Active,Humid,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Mild,66,4,Ketoconazole,Success,2,,High,Affordable,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
163,Bulldog,14.3,37.4,Eye infections,Fungal susceptibility,Antihistamines,Balanced,Indoor,Tropical,Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,16,6,Ketoconazole,Failure,2,,High,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
164,Dachshund,8.5,31.4,Allergy to Penicillin,,Insulin,Low-sodium,Active,Cold,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Moderate,13,7,,,0,"Penicillin, Ketoconazole",Low,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
165,Poodle,6.6,13.9,Skin allergies,Fungal susceptibility,Insulin,Low-sodium,Indoor,Dry,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,38,5,,,0,,High,Expensive,Backorder,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Improved
166,Yorkshire Terrier,5.7,38.4,Skin allergies,Dermatitis,Beta-blockers,Grain-free,Outdoor,Cold,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Moderate,48,2,Fluconazole,Partial,2,,High,Expensive,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
167,Shih Tzu,0.7,7.6,Eye infections,,Antihistamines,High-protein,Active,Cold,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Moderate,63,7,Ketoconazole,Partial,3,,High,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
168,Cocker Spaniel,1.2,4.0,Allergy to Penicillin,Fungal susceptibility,Beta-blockers,Low-sodium,Outdoor,Tropical,Up-to-date,Not Neutered,Single-pet,Staph Infection,Mild,43,9,Fluconazole,Success,3,,Medium,Affordable,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
